Time,Time (ms),Time (delay corrected), C, R, AVG,Baseline corrected
0.1413,141.3,126.3,-4.36E-07,-1.48E-06,-9.63E-07,5.15E-07
0.1414,141.4,126.4,-4.29E-07,-1.50E-06,-9.67E-07,5.11E-07
0.1415,141.5,126.5,-4.20E-07,-1.50E-06,-9.64E-07,5.13E-07
0.1416,141.6,126.6,-4.24E-07,-1.50E-06,-9.65E-07,5.12E-07
0.1417,141.7,126.7,-4.36E-07,-1.49E-06,-9.65E-07,5.12E-07
0.1418,141.8,126.8,-4.49E-07,-1.49E-06,-9.70E-07,5.07E-07
0.1419,141.9,126.9,-4.42E-07,-1.49E-06,-9.69E-07,5.08E-07
0.142,142,127,-4.20E-07,-1.49E-06,-9.58E-07,5.19E-07
0.1421,142.1,127.1,-3.90E-07,-1.47E-06,-9.34E-07,5.44E-07
0.1422,142.2,127.2,-3.70E-07,-1.45E-06,-9.13E-07,5.64E-07
0.1423,142.3,127.3,-3.57E-07,-1.45E-06,-9.05E-07,5.72E-07
0.1424,142.4,127.4,-3.58E-07,-1.46E-06,-9.12E-07,5.65E-07
0.1425,142.5,127.5,-3.53E-07,-1.47E-06,-9.13E-07,5.65E-07
0.1426,142.6,127.6,-3.46E-07,-1.48E-06,-9.16E-07,5.62E-07
0.1427,142.7,127.7,-3.35E-07,-1.49E-06,-9.18E-07,5.59E-07
0.1428,142.8,127.8,-3.27E-07,-1.50E-06,-9.17E-07,5.61E-07
0.1429,142.9,127.9,-3.18E-07,-1.48E-06,-9.04E-07,5.73E-07
0.143,143,128,-3.10E-07,-1.47E-06,-8.93E-07,5.85E-07
0.1431,143.1,128.1,-3.07E-07,-1.47E-06,-8.93E-07,5.85E-07
0.1432,143.2,128.2,-3.12E-07,-1.47E-06,-8.95E-07,5.83E-07
0.1433,143.3,128.3,-3.25E-07,-1.46E-06,-8.94E-07,5.84E-07
0.1434,143.4,128.4,-3.30E-07,-1.43E-06,-8.85E-07,5.92E-07
0.1435,143.5,128.5,-3.37E-07,-1.42E-06,-8.80E-07,5.98E-07
0.1436,143.6,128.6,-3.40E-07,-1.40E-06,-8.74E-07,6.04E-07
0.1437,143.7,128.7,-3.46E-07,-1.39E-06,-8.71E-07,6.06E-07
0.1438,143.8,128.8,-3.51E-07,-1.38E-06,-8.69E-07,6.09E-07
0.1439,143.9,128.9,-3.46E-07,-1.36E-06,-8.56E-07,6.22E-07
0.144,144,129,-3.38E-07,-1.33E-06,-8.39E-07,6.39E-07
0.1441,144.1,129.1,-3.26E-07,-1.30E-06,-8.18E-07,6.60E-07
0.1442,144.2,129.2,-3.36E-07,-1.27E-06,-8.04E-07,6.73E-07
0.1443,144.3,129.3,-3.58E-07,-1.23E-06,-7.97E-07,6.81E-07
0.1444,144.4,129.4,-3.81E-07,-1.20E-06,-7.93E-07,6.85E-07
0.1445,144.5,129.5,-3.87E-07,-1.19E-06,-7.89E-07,6.88E-07
0.1446,144.6,129.6,-3.87E-07,-1.18E-06,-7.84E-07,6.94E-07
0.1447,144.7,129.7,-3.84E-07,-1.18E-06,-7.85E-07,6.93E-07
0.1448,144.8,129.8,-3.88E-07,-1.19E-06,-7.89E-07,6.89E-07
0.1449,144.9,129.9,-3.91E-07,-1.18E-06,-7.89E-07,6.88E-07
0.145,145,130,-3.96E-07,-1.17E-06,-7.84E-07,6.93E-07
0.1451,145.1,130.1,-4.02E-07,-1.14E-06,-7.76E-07,7.02E-07
0.1452,145.2,130.2,-4.01E-07,-1.12E-06,-7.63E-07,7.15E-07
0.1453,145.3,130.3,-4.01E-07,-1.09E-06,-7.46E-07,7.32E-07
0.1454,145.4,130.4,-3.99E-07,-1.05E-06,-7.25E-07,7.52E-07
0.1455,145.5,130.5,-4.14E-07,-1.01E-06,-7.12E-07,7.65E-07
0.1456,145.6,130.6,-4.38E-07,-9.71E-07,-7.06E-07,7.71E-07
0.1457,145.7,130.7,-4.80E-07,-9.35E-07,-7.09E-07,7.69E-07
0.1458,145.8,130.8,-5.15E-07,-8.97E-07,-7.07E-07,7.70E-07
0.1459,145.9,130.9,-5.30E-07,-8.70E-07,-7.01E-07,7.77E-07
0.146,146,131,-5.22E-07,-8.58E-07,-6.91E-07,7.87E-07
0.1461,146.1,131.1,-5.23E-07,-8.33E-07,-6.79E-07,7.99E-07
0.1462,146.2,131.2,-5.54E-07,-7.92E-07,-6.74E-07,8.04E-07
0.1463,146.3,131.3,-5.89E-07,-7.43E-07,-6.66E-07,8.11E-07
0.1464,146.4,131.4,-6.08E-07,-7.11E-07,-6.60E-07,8.18E-07
0.1465,146.5,131.5,-6.00E-07,-6.87E-07,-6.44E-07,8.33E-07
0.1466,146.6,131.6,-5.86E-07,-6.68E-07,-6.27E-07,8.50E-07
0.1467,146.7,131.7,-5.76E-07,-6.53E-07,-6.15E-07,8.63E-07
0.1468,146.8,131.8,-5.72E-07,-6.43E-07,-6.08E-07,8.70E-07
0.1469,146.9,131.9,-5.77E-07,-6.33E-07,-6.05E-07,8.72E-07
0.147,147,132,-5.89E-07,-6.25E-07,-6.07E-07,8.70E-07
0.1471,147.1,132.1,-5.99E-07,-6.27E-07,-6.13E-07,8.64E-07
0.1472,147.2,132.2,-5.95E-07,-6.25E-07,-6.10E-07,8.67E-07
0.1473,147.3,132.3,-5.89E-07,-6.21E-07,-6.05E-07,8.73E-07
0.1474,147.4,132.4,-5.91E-07,-6.13E-07,-6.02E-07,8.75E-07
0.1475,147.5,132.5,-5.92E-07,-6.09E-07,-6.00E-07,8.77E-07
0.1476,147.6,132.6,-5.84E-07,-6.08E-07,-5.96E-07,8.82E-07
0.1477,147.7,132.7,-5.67E-07,-6.15E-07,-5.91E-07,8.87E-07
0.1478,147.8,132.8,-5.59E-07,-6.25E-07,-5.92E-07,8.85E-07
0.1479,147.9,132.9,-5.48E-07,-6.35E-07,-5.92E-07,8.86E-07
0.148,148,133,-5.34E-07,-6.36E-07,-5.85E-07,8.92E-07
0.1481,148.1,133.1,-5.22E-07,-6.35E-07,-5.78E-07,8.99E-07
0.1482,148.2,133.2,-5.13E-07,-6.32E-07,-5.72E-07,9.05E-07
0.1483,148.3,133.3,-5.06E-07,-6.30E-07,-5.68E-07,9.09E-07
0.1484,148.4,133.4,-4.92E-07,-6.33E-07,-5.63E-07,9.15E-07
0.1485,148.5,133.5,-4.76E-07,-6.49E-07,-5.63E-07,9.14E-07
0.1486,148.6,133.6,-4.49E-07,-6.74E-07,-5.62E-07,9.15E-07
0.1487,148.7,133.7,-4.25E-07,-7.02E-07,-5.64E-07,9.13E-07
0.1488,148.8,133.8,-4.15E-07,-7.31E-07,-5.74E-07,9.03E-07
0.1489,148.9,133.9,-4.18E-07,-7.69E-07,-5.94E-07,8.83E-07
0.149,149,134,-4.11E-07,-8.18E-07,-6.16E-07,8.62E-07
0.1491,149.1,134.1,-3.79E-07,-8.58E-07,-6.20E-07,8.58E-07
0.1492,149.2,134.2,-3.39E-07,-8.72E-07,-6.07E-07,8.71E-07
0.1493,149.3,134.3,-3.11E-07,-8.62E-07,-5.89E-07,8.89E-07
0.1494,149.4,134.4,-2.98E-07,-8.43E-07,-5.72E-07,9.05E-07
0.1495,149.5,134.5,-2.91E-07,-8.31E-07,-5.63E-07,9.15E-07
0.1496,149.6,134.6,-2.82E-07,-8.16E-07,-5.51E-07,9.27E-07
0.1497,149.7,134.7,-2.75E-07,-8.01E-07,-5.40E-07,9.38E-07
0.1498,149.8,134.8,-2.64E-07,-7.89E-07,-5.28E-07,9.49E-07
0.1499,149.9,134.9,-2.46E-07,-7.81E-07,-5.15E-07,9.62E-07
0.15,150,135,-2.24E-07,-7.77E-07,-5.02E-07,9.75E-07
0.1501,150.1,135.1,-2.05E-07,-7.67E-07,-4.88E-07,9.90E-07
0.1502,150.2,135.2,-1.97E-07,-7.63E-07,-4.82E-07,9.96E-07
0.1503,150.3,135.3,-1.95E-07,-7.54E-07,-4.76E-07,1.00E-06
0.1504,150.4,135.4,-2.01E-07,-7.47E-07,-4.75E-07,1.00E-06
0.1505,150.5,135.5,-2.05E-07,-7.31E-07,-4.69E-07,1.01E-06
0.1506,150.6,135.6,-2.02E-07,-7.24E-07,-4.64E-07,1.01E-06
0.1507,150.7,135.7,-1.99E-07,-7.23E-07,-4.62E-07,1.02E-06
0.1508,150.8,135.8,-2.01E-07,-7.21E-07,-4.62E-07,1.02E-06
0.1509,150.9,135.9,-2.17E-07,-7.07E-07,-4.64E-07,1.01E-06
0.151,151,136,-2.42E-07,-6.86E-07,-4.66E-07,1.01E-06
0.1511,151.1,136.1,-2.63E-07,-6.75E-07,-4.70E-07,1.01E-06
0.1512,151.2,136.2,-2.74E-07,-6.66E-07,-4.71E-07,1.01E-06
0.1513,151.3,136.3,-2.75E-07,-6.47E-07,-4.62E-07,1.02E-06
0.1514,151.4,136.4,-2.70E-07,-6.31E-07,-4.52E-07,1.03E-06
0.1515,151.5,136.5,-2.67E-07,-6.17E-07,-4.43E-07,1.03E-06
0.1516,151.6,136.6,-2.71E-07,-6.18E-07,-4.46E-07,1.03E-06
0.1517,151.7,136.7,-2.64E-07,-6.11E-07,-4.39E-07,1.04E-06
0.1518,151.8,136.8,-2.42E-07,-6.03E-07,-4.24E-07,1.05E-06
0.1519,151.9,136.9,-2.09E-07,-5.90E-07,-4.01E-07,1.08E-06
0.152,152,137,-1.95E-07,-5.76E-07,-3.87E-07,1.09E-06
0.1521,152.1,137.1,-2.13E-07,-5.61E-07,-3.88E-07,1.09E-06
0.1522,152.2,137.2,-2.38E-07,-5.58E-07,-3.99E-07,1.08E-06
0.1523,152.3,137.3,-2.48E-07,-5.66E-07,-4.08E-07,1.07E-06
0.1524,152.4,137.4,-2.39E-07,-5.69E-07,-4.05E-07,1.07E-06
0.1525,152.5,137.5,-2.17E-07,-5.61E-07,-3.90E-07,1.09E-06
0.1526,152.6,137.6,-2.01E-07,-5.39E-07,-3.71E-07,1.11E-06
0.1527,152.7,137.7,-1.84E-07,-5.14E-07,-3.50E-07,1.13E-06
0.1528,152.8,137.8,-1.62E-07,-4.85E-07,-3.24E-07,1.15E-06
0.1529,152.9,137.9,-1.49E-07,-4.65E-07,-3.08E-07,1.17E-06
0.153,153,138,-1.47E-07,-4.52E-07,-3.00E-07,1.18E-06
0.1531,153.1,138.1,-1.67E-07,-4.35E-07,-3.01E-07,1.18E-06
0.1532,153.2,138.2,-1.88E-07,-4.05E-07,-2.97E-07,1.18E-06
0.1533,153.3,138.3,-1.97E-07,-3.76E-07,-2.87E-07,1.19E-06
0.1534,153.4,138.4,-1.89E-07,-3.54E-07,-2.72E-07,1.21E-06
0.1535,153.5,138.5,-1.67E-07,-3.36E-07,-2.52E-07,1.23E-06
0.1536,153.6,138.6,-1.39E-07,-3.27E-07,-2.33E-07,1.24E-06
0.1537,153.7,138.7,-9.89E-08,-3.29E-07,-2.15E-07,1.26E-06
0.1538,153.8,138.8,-6.56E-08,-3.36E-07,-2.02E-07,1.28E-06
0.1539,153.9,138.9,-6.22E-08,-3.45E-07,-2.04E-07,1.27E-06
0.154,154,139,-8.41E-08,-3.53E-07,-2.19E-07,1.26E-06
0.1541,154.1,139.1,-1.11E-07,-3.58E-07,-2.35E-07,1.24E-06
0.1542,154.2,139.2,-1.04E-07,-3.57E-07,-2.31E-07,1.25E-06
0.1543,154.3,139.3,-7.99E-08,-3.55E-07,-2.18E-07,1.26E-06
0.1544,154.4,139.4,-4.11E-08,-3.72E-07,-2.08E-07,1.27E-06
0.1545,154.5,139.5,-2.15E-08,-4.13E-07,-2.18E-07,1.26E-06
0.1546,154.6,139.6,-1.24E-08,-4.58E-07,-2.37E-07,1.24E-06
0.1547,154.7,139.7,-8.03E-09,-4.93E-07,-2.52E-07,1.23E-06
0.1548,154.8,139.8,-1.59E-09,-5.16E-07,-2.60E-07,1.22E-06
0.1549,154.9,139.9,4.74E-09,-5.33E-07,-2.66E-07,1.21E-06
0.155,155,140,6.04E-09,-5.47E-07,-2.72E-07,1.21E-06
0.1551,155.1,140.1,6.91E-09,-5.48E-07,-2.72E-07,1.21E-06
0.1552,155.2,140.2,1.83E-09,-5.47E-07,-2.74E-07,1.20E-06
0.1553,155.3,140.3,-6.67E-09,-5.60E-07,-2.85E-07,1.19E-06
0.1554,155.4,140.4,-1.34E-08,-5.87E-07,-3.02E-07,1.18E-06
0.1555,155.5,140.5,-1.22E-08,-6.21E-07,-3.18E-07,1.16E-06
0.1556,155.6,140.6,9.22E-10,-6.42E-07,-3.22E-07,1.16E-06
0.1557,155.7,140.7,2.93E-08,-6.47E-07,-3.11E-07,1.17E-06
0.1558,155.8,140.8,6.45E-08,-6.39E-07,-2.89E-07,1.19E-06
0.1559,155.9,140.9,8.92E-08,-6.36E-07,-2.76E-07,1.20E-06
0.156,156,141,9.32E-08,-6.40E-07,-2.76E-07,1.20E-06
0.1561,156.1,141.1,8.73E-08,-6.51E-07,-2.84E-07,1.19E-06
0.1562,156.2,141.2,7.20E-08,-6.69E-07,-3.01E-07,1.18E-06
0.1563,156.3,141.3,5.60E-08,-6.82E-07,-3.15E-07,1.16E-06
0.1564,156.4,141.4,4.36E-08,-6.93E-07,-3.27E-07,1.15E-06
0.1565,156.5,141.5,4.42E-08,-6.97E-07,-3.29E-07,1.15E-06
0.1566,156.6,141.6,5.77E-08,-7.20E-07,-3.33E-07,1.14E-06
0.1567,156.7,141.7,6.49E-08,-7.46E-07,-3.43E-07,1.13E-06
0.1568,156.8,141.8,5.85E-08,-7.61E-07,-3.54E-07,1.12E-06
0.1569,156.9,141.9,3.46E-08,-7.65E-07,-3.67E-07,1.11E-06
0.157,157,142,1.45E-08,-7.73E-07,-3.82E-07,1.10E-06
0.1571,157.1,142.1,1.85E-09,-7.90E-07,-3.97E-07,1.08E-06
0.1572,157.2,142.2,2.71E-09,-7.99E-07,-4.01E-07,1.08E-06
0.1573,157.3,142.3,6.03E-09,-8.04E-07,-4.01E-07,1.08E-06
0.1574,157.4,142.4,-1.61E-09,-8.03E-07,-4.04E-07,1.07E-06
0.1575,157.5,142.5,-2.24E-08,-8.09E-07,-4.18E-07,1.06E-06
0.1576,157.6,142.6,-5.37E-08,-8.17E-07,-4.38E-07,1.04E-06
0.1577,157.7,142.7,-9.30E-08,-8.44E-07,-4.71E-07,1.01E-06
0.1578,157.8,142.8,-1.37E-07,-8.76E-07,-5.09E-07,9.69E-07
0.1579,157.9,142.9,-1.72E-07,-9.03E-07,-5.40E-07,9.38E-07
0.158,158,143,-1.83E-07,-9.26E-07,-5.57E-07,9.21E-07
0.1581,158.1,143.1,-1.87E-07,-9.48E-07,-5.70E-07,9.08E-07
0.1582,158.2,143.2,-1.80E-07,-9.91E-07,-5.88E-07,8.89E-07
0.1583,158.3,143.3,-1.63E-07,-1.04E-06,-6.02E-07,8.75E-07
0.1584,158.4,143.4,-1.36E-07,-1.07E-06,-6.07E-07,8.71E-07
0.1585,158.5,143.5,-1.17E-07,-1.09E-06,-6.05E-07,8.73E-07
0.1586,158.6,143.6,-1.17E-07,-1.10E-06,-6.12E-07,8.65E-07
0.1587,158.7,143.7,-1.25E-07,-1.13E-06,-6.29E-07,8.49E-07
0.1588,158.8,143.8,-1.46E-07,-1.14E-06,-6.46E-07,8.32E-07
0.1589,158.9,143.9,-1.73E-07,-1.13E-06,-6.56E-07,8.21E-07
0.159,159,144,-1.94E-07,-1.12E-06,-6.61E-07,8.17E-07
0.1591,159.1,144.1,-1.99E-07,-1.13E-06,-6.67E-07,8.10E-07
0.1592,159.2,144.2,-1.86E-07,-1.14E-06,-6.68E-07,8.10E-07
0.1593,159.3,144.3,-1.82E-07,-1.15E-06,-6.71E-07,8.06E-07
0.1594,159.4,144.4,-1.80E-07,-1.16E-06,-6.73E-07,8.04E-07
0.1595,159.5,144.5,-1.61E-07,-1.17E-06,-6.67E-07,8.10E-07
0.1596,159.6,144.6,-1.25E-07,-1.18E-06,-6.58E-07,8.20E-07
0.1597,159.7,144.7,-9.08E-08,-1.20E-06,-6.47E-07,8.30E-07
0.1598,159.8,144.8,-7.99E-08,-1.21E-06,-6.47E-07,8.30E-07
0.1599,159.9,144.9,-8.49E-08,-1.22E-06,-6.55E-07,8.23E-07
0.16,160,145,-9.09E-08,-1.22E-06,-6.61E-07,8.17E-07
0.1601,160.1,145.1,-9.16E-08,-1.21E-06,-6.56E-07,8.21E-07
0.1602,160.2,145.2,-9.00E-08,-1.19E-06,-6.44E-07,8.34E-07
0.1603,160.3,145.3,-9.56E-08,-1.17E-06,-6.34E-07,8.43E-07
0.1604,160.4,145.4,-1.10E-07,-1.14E-06,-6.30E-07,8.47E-07
0.1605,160.5,145.5,-1.15E-07,-1.12E-06,-6.20E-07,8.58E-07
0.1606,160.6,145.6,-1.20E-07,-1.09E-06,-6.10E-07,8.67E-07
0.1607,160.7,145.7,-1.18E-07,-1.08E-06,-6.02E-07,8.75E-07
0.1608,160.8,145.8,-1.22E-07,-1.07E-06,-5.98E-07,8.79E-07
0.1609,160.9,145.9,-1.41E-07,-1.05E-06,-6.00E-07,8.78E-07
0.161,161,146,-1.75E-07,-1.05E-06,-6.13E-07,8.64E-07
0.1611,161.1,146.1,-2.08E-07,-1.05E-06,-6.30E-07,8.47E-07
0.1612,161.2,146.2,-2.32E-07,-1.06E-06,-6.47E-07,8.30E-07
0.1613,161.3,146.3,-2.42E-07,-1.05E-06,-6.48E-07,8.30E-07
0.1614,161.4,146.4,-2.60E-07,-1.03E-06,-6.48E-07,8.30E-07
0.1615,161.5,146.5,-2.83E-07,-1.01E-06,-6.49E-07,8.28E-07
0.1616,161.6,146.6,-3.33E-07,-1.00E-06,-6.70E-07,8.07E-07
0.1617,161.7,146.7,-3.91E-07,-9.93E-07,-6.94E-07,7.84E-07
0.1618,161.8,146.8,-4.35E-07,-9.69E-07,-7.04E-07,7.74E-07
0.1619,161.9,146.9,-4.63E-07,-9.55E-07,-7.11E-07,7.67E-07
0.162,162,147,-4.81E-07,-9.56E-07,-7.20E-07,7.57E-07
0.1621,162.1,147.1,-5.15E-07,-9.63E-07,-7.40E-07,7.37E-07
0.1622,162.2,147.2,-5.50E-07,-9.62E-07,-7.57E-07,7.20E-07
0.1623,162.3,147.3,-5.92E-07,-9.57E-07,-7.76E-07,7.02E-07
0.1624,162.4,147.4,-6.32E-07,-9.61E-07,-7.98E-07,6.80E-07
0.1625,162.5,147.5,-6.87E-07,-9.74E-07,-8.31E-07,6.46E-07
0.1626,162.6,147.6,-7.45E-07,-9.90E-07,-8.68E-07,6.09E-07
0.1627,162.7,147.7,-7.99E-07,-1.00E-06,-9.02E-07,5.75E-07
0.1628,162.8,147.8,-8.38E-07,-1.00E-06,-9.22E-07,5.56E-07
0.1629,162.9,147.9,-8.76E-07,-1.00E-06,-9.39E-07,5.39E-07
0.163,163,148,-9.16E-07,-1.00E-06,-9.59E-07,5.19E-07
0.1631,163.1,148.1,-9.54E-07,-1.01E-06,-9.83E-07,4.94E-07
0.1632,163.2,148.2,-9.89E-07,-1.02E-06,-1.00E-06,4.74E-07
0.1633,163.3,148.3,-1.02E-06,-1.01E-06,-1.01E-06,4.64E-07
0.1634,163.4,148.4,-1.04E-06,-9.99E-07,-1.02E-06,4.57E-07
0.1635,163.5,148.5,-1.07E-06,-9.92E-07,-1.03E-06,4.49E-07
0.1636,163.6,148.6,-1.09E-06,-9.95E-07,-1.04E-06,4.34E-07
0.1637,163.7,148.7,-1.11E-06,-9.89E-07,-1.05E-06,4.26E-07
0.1638,163.8,148.8,-1.12E-06,-9.93E-07,-1.06E-06,4.19E-07
0.1639,163.9,148.9,-1.13E-06,-1.00E-06,-1.06E-06,4.14E-07
0.164,164,149,-1.13E-06,-1.02E-06,-1.07E-06,4.05E-07
0.1641,164.1,149.1,-1.13E-06,-1.02E-06,-1.07E-06,4.03E-07
0.1642,164.2,149.2,-1.14E-06,-1.03E-06,-1.08E-06,3.97E-07
0.1643,164.3,149.3,-1.16E-06,-1.04E-06,-1.10E-06,3.79E-07
0.1644,164.4,149.4,-1.19E-06,-1.05E-06,-1.12E-06,3.55E-07
0.1645,164.5,149.5,-1.21E-06,-1.07E-06,-1.14E-06,3.40E-07
0.1646,164.6,149.6,-1.20E-06,-1.08E-06,-1.14E-06,3.39E-07
0.1647,164.7,149.7,-1.19E-06,-1.08E-06,-1.14E-06,3.42E-07
0.1648,164.8,149.8,-1.20E-06,-1.07E-06,-1.13E-06,3.45E-07
0.1649,164.9,149.9,-1.20E-06,-1.06E-06,-1.13E-06,3.51E-07
0.165,165,150,-1.19E-06,-1.03E-06,-1.11E-06,3.69E-07
0.1651,165.1,150.1,-1.17E-06,-1.00E-06,-1.08E-06,3.93E-07
0.1652,165.2,150.2,-1.14E-06,-9.88E-07,-1.06E-06,4.13E-07
0.1653,165.3,150.3,-1.12E-06,-1.00E-06,-1.06E-06,4.16E-07
0.1654,165.4,150.4,-1.11E-06,-1.03E-06,-1.07E-06,4.06E-07
0.1655,165.5,150.5,-1.11E-06,-1.06E-06,-1.08E-06,3.96E-07
0.1656,165.6,150.6,-1.09E-06,-1.06E-06,-1.08E-06,4.02E-07
0.1657,165.7,150.7,-1.06E-06,-1.06E-06,-1.06E-06,4.18E-07
0.1658,165.8,150.8,-1.04E-06,-1.05E-06,-1.04E-06,4.35E-07
0.1659,165.9,150.9,-1.03E-06,-1.03E-06,-1.03E-06,4.48E-07
0.166,166,151,-1.01E-06,-1.02E-06,-1.01E-06,4.65E-07
0.1661,166.1,151.1,-9.67E-07,-1.01E-06,-9.89E-07,4.88E-07
0.1662,166.2,151.2,-9.29E-07,-1.01E-06,-9.68E-07,5.10E-07
0.1663,166.3,151.3,-9.03E-07,-9.94E-07,-9.49E-07,5.29E-07
0.1664,166.4,151.4,-8.90E-07,-9.74E-07,-9.33E-07,5.45E-07
0.1665,166.5,151.5,-8.82E-07,-9.57E-07,-9.20E-07,5.58E-07
0.1666,166.6,151.6,-8.74E-07,-9.49E-07,-9.12E-07,5.66E-07
0.1667,166.7,151.7,-8.60E-07,-9.38E-07,-8.99E-07,5.78E-07
0.1668,166.8,151.8,-8.45E-07,-9.19E-07,-8.83E-07,5.95E-07
0.1669,166.9,151.9,-8.16E-07,-9.09E-07,-8.63E-07,6.15E-07
0.167,167,152,-7.83E-07,-9.10E-07,-8.47E-07,6.30E-07
0.1671,167.1,152.1,-7.39E-07,-9.19E-07,-8.30E-07,6.48E-07
0.1672,167.2,152.2,-7.07E-07,-9.09E-07,-8.09E-07,6.69E-07
0.1673,167.3,152.3,-6.83E-07,-8.95E-07,-7.90E-07,6.88E-07
0.1674,167.4,152.4,-6.65E-07,-8.78E-07,-7.72E-07,7.05E-07
0.1675,167.5,152.5,-6.45E-07,-8.71E-07,-7.59E-07,7.19E-07
0.1676,167.6,152.6,-6.39E-07,-8.65E-07,-7.52E-07,7.25E-07
0.1677,167.7,152.7,-6.35E-07,-8.64E-07,-7.50E-07,7.27E-07
0.1678,167.8,152.8,-6.23E-07,-8.64E-07,-7.44E-07,7.33E-07
0.1679,167.9,152.9,-5.99E-07,-8.66E-07,-7.34E-07,7.44E-07
0.168,168,153,-5.86E-07,-8.73E-07,-7.30E-07,7.47E-07
0.1681,168.1,153.1,-5.85E-07,-8.88E-07,-7.38E-07,7.40E-07
0.1682,168.2,153.2,-5.88E-07,-9.10E-07,-7.50E-07,7.28E-07
0.1683,168.3,153.3,-5.83E-07,-9.26E-07,-7.55E-07,7.22E-07
0.1684,168.4,153.4,-5.94E-07,-9.31E-07,-7.64E-07,7.14E-07
0.1685,168.5,153.5,-6.20E-07,-9.35E-07,-7.79E-07,6.99E-07
0.1686,168.6,153.6,-6.67E-07,-9.47E-07,-8.08E-07,6.70E-07
0.1687,168.7,153.7,-7.10E-07,-9.80E-07,-8.46E-07,6.32E-07
0.1688,168.8,153.8,-7.31E-07,-1.01E-06,-8.74E-07,6.04E-07
0.1689,168.9,153.9,-7.30E-07,-1.03E-06,-8.83E-07,5.94E-07
0.169,169,154,-7.27E-07,-1.04E-06,-8.83E-07,5.95E-07
0.1691,169.1,154.1,-7.24E-07,-1.05E-06,-8.90E-07,5.87E-07
0.1692,169.2,154.2,-7.26E-07,-1.09E-06,-9.07E-07,5.70E-07
0.1693,169.3,154.3,-7.35E-07,-1.10E-06,-9.20E-07,5.57E-07
0.1694,169.4,154.4,-7.52E-07,-1.09E-06,-9.22E-07,5.56E-07
0.1695,169.5,154.5,-7.62E-07,-1.07E-06,-9.17E-07,5.61E-07
0.1696,169.6,154.6,-7.55E-07,-1.07E-06,-9.12E-07,5.66E-07
0.1697,169.7,154.7,-7.42E-07,-1.07E-06,-9.06E-07,5.72E-07
0.1698,169.8,154.8,-7.34E-07,-1.06E-06,-8.97E-07,5.81E-07
0.1699,169.9,154.9,-7.33E-07,-1.04E-06,-8.88E-07,5.90E-07
0.17,170,155,-7.35E-07,-1.03E-06,-8.83E-07,5.94E-07
0.1701,170.1,155.1,-7.41E-07,-1.02E-06,-8.81E-07,5.97E-07
0.1702,170.2,155.2,-7.47E-07,-1.01E-06,-8.77E-07,6.01E-07
0.1703,170.3,155.3,-7.50E-07,-9.86E-07,-8.69E-07,6.09E-07
0.1704,170.4,155.4,-7.55E-07,-9.57E-07,-8.56E-07,6.21E-07
0.1705,170.5,155.5,-7.51E-07,-9.21E-07,-8.36E-07,6.41E-07
0.1706,170.6,155.6,-7.35E-07,-8.96E-07,-8.16E-07,6.61E-07
0.1707,170.7,155.7,-7.09E-07,-8.92E-07,-8.01E-07,6.77E-07
0.1708,170.8,155.8,-6.87E-07,-8.92E-07,-7.90E-07,6.87E-07
0.1709,170.9,155.9,-6.69E-07,-8.77E-07,-7.73E-07,7.04E-07
0.171,171,156,-6.51E-07,-8.57E-07,-7.55E-07,7.23E-07
0.1711,171.1,156.1,-6.37E-07,-8.38E-07,-7.38E-07,7.40E-07
0.1712,171.2,156.2,-6.44E-07,-8.21E-07,-7.33E-07,7.45E-07
0.1713,171.3,156.3,-6.65E-07,-8.11E-07,-7.38E-07,7.40E-07
0.1714,171.4,156.4,-6.85E-07,-8.08E-07,-7.47E-07,7.31E-07
0.1715,171.5,156.5,-6.87E-07,-8.21E-07,-7.55E-07,7.23E-07
0.1716,171.6,156.6,-6.79E-07,-8.38E-07,-7.59E-07,7.18E-07
0.1717,171.7,156.7,-6.65E-07,-8.51E-07,-7.59E-07,7.19E-07
0.1718,171.8,156.8,-6.55E-07,-8.40E-07,-7.48E-07,7.30E-07
0.1719,171.9,156.9,-6.48E-07,-8.16E-07,-7.32E-07,7.45E-07
0.172,172,157,-6.47E-07,-7.92E-07,-7.20E-07,7.57E-07
0.1721,172.1,157.1,-6.46E-07,-7.94E-07,-7.20E-07,7.57E-07
0.1722,172.2,157.2,-6.43E-07,-7.98E-07,-7.21E-07,7.57E-07
0.1723,172.3,157.3,-6.44E-07,-8.05E-07,-7.25E-07,7.52E-07
0.1724,172.4,157.4,-6.54E-07,-8.03E-07,-7.29E-07,7.49E-07
0.1725,172.5,157.5,-6.59E-07,-8.10E-07,-7.35E-07,7.43E-07
0.1726,172.6,157.6,-6.61E-07,-8.09E-07,-7.36E-07,7.42E-07
0.1727,172.7,157.7,-6.56E-07,-8.03E-07,-7.30E-07,7.47E-07
0.1728,172.8,157.8,-6.65E-07,-7.99E-07,-7.32E-07,7.46E-07
0.1729,172.9,157.9,-6.65E-07,-8.12E-07,-7.39E-07,7.39E-07
0.173,173,158,-6.70E-07,-8.34E-07,-7.52E-07,7.25E-07
0.1731,173.1,158.1,-6.79E-07,-8.36E-07,-7.58E-07,7.20E-07
0.1732,173.2,158.2,-6.97E-07,-8.27E-07,-7.62E-07,7.15E-07
0.1733,173.3,158.3,-7.14E-07,-8.30E-07,-7.72E-07,7.05E-07
